SKILL_20150317_000001	Атака
SKILL_20180208_010362	* Враги поражённые способностью [Pheasant] are knocked down to  targeted area{nl}* Увеличивает потребление SP на 50%
SKILL_20180208_010363	Pre-Emptive Урон: First Strike
SKILL_20180208_010364	* When [Pre-Emptive Attack] активна и  enemy's HP is at 100%,{nl}Критический урон Увеличение by 10% за каждый уровень атрибута{nl}* Увеличивает потребление SP на 5
SKILL_20180208_010365	Hawk Hunt
SKILL_20180208_010366	* Hawk stays после использования способности Falconer skills
SKILL_20180208_010367	* [Butt Stroke] makes an enemy vulnerable to gun attacks на 15 секунд и receives 30% Дополнительный damage{nl}Увеличивает потребление SP на 10%
SKILL_20180208_010368	* [Sniper's Serenity] attacks ignore enemy's block{nl}* Only applies to gun skills{nl}* Увеличивает потребление SP на 500%
SKILL_20180208_010369	Musketeer: Safe Distance
SKILL_20180208_010370	* Pushes you back when using a subweapon attack{nl}* Can be used every 15 секунд
SKILL_20180208_010371	Penetration Shot: Gunshot Wound
SKILL_20180208_010372	* Враги поражённые способностью [Penetration Shot] take 30% more damage from gun attacks{nl}* Увеличивает потребление SP на 20%
SKILL_20180208_010373	Prime и Load: Rapid Reload
SKILL_20180208_010374	* снижает cooldown of [Prime и Load] by 1 секунд за каждый уровень атрибута
SKILL_20180208_010375	Roost Lv1, Call Lv1, Falconer C3 required
SKILL_20180208_010376	Nak Muay C1 required
SKILL_20180219_010377	Attendance Check: 2 Days
SKILL_20180219_010378	+5% EXP from hunting monsters
SKILL_20180219_010379	Attendance Check: 3 Days
SKILL_20180219_010380	+10% EXP from hunting monsters
SKILL_20180219_010381	Attendance Check: 4 Days
SKILL_20180219_010382	+15% EXP from hunting monsters
SKILL_20180219_010383	Attendance Check: 5 Days
SKILL_20180219_010384	Attendance Check: 6 Days
SKILL_20180219_010385	+25% EXP from hunting monsters
SKILL_20180219_010386	Attendance Check: 7 Days
SKILL_20180312_010387	Vaivora's Buff
SKILL_20180320_010388	Break Tiles
SKILL_20180320_010389	Break Tiles
SKILL_20180320_010390	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use  bump of your shield to attack enemies. Deals Дополнительный damage to enemies staggered by a block. If  attack is accurate, 30% of your shield's Физический defense is added as extra Физический attack и provocation applies 50 times higher.
SKILL_20180320_010391	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use  edge of your shield to attack enemies. Накладывает Дополнительный damage on both petrified и frozen enemies. If  attack is accurate, 30% of your shield's Физический defense is added as extra Физический attack и provocation applies 50 times higher.
SKILL_20180320_010392	Hit your shield to provoke nearby enemies making them pursue you. Provoked enemies' movement speed Увеличение, и become immune to provoking skill for 30 Секунд.
SKILL_20180320_010393	Targets #{CaptionRatio}#{nl}Provoke duration  #{CaptionTime}# секунд{nl}Увеличение max. no. of targets by #{CaptionRatio3}# for #{CaptionRatio2}# секунд
SKILL_20180320_010394	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Attack an enemy by throwing your shield. Your shield drops on  targeted area, и your Физический defense decreases based on  value of  equipment.  shield may be picked up immediately, or it will automatically return to your inventory after a certain amount of time.  сниженно Физический defense will return back to normal once your shield is back in your inventory. If  attack is accurate, 30% of your shield's Физический defense is added as extra Физический attack и provocation applies 50 times higher.
SKILL_20180320_010395	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use your shield и sword to attack multiple times. When  attack is accurate, adds 100% of shield's Физический defense to your Физический attack и applies x50 provocation.
SKILL_20180320_010396	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Heavily strike enemies using  spikes on your shield. Enemies struck by  skill may temporarily lose  effects from their armors. When  attack is accurate, adds 30% of shield's Физический defense to your Физический attack и applies x50 provocation.
SKILL_20180320_010397	{#DD5500}{ol}[Физический] - [Pierce]{/}{/}{nl}Block и strike simultaneously by using both a sword и a shield. When  attack is accurate, applies x50 provocation.
SKILL_20180320_010398	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use your shield и dash to push enemies away. Enemies nearby will fall down when hit with  shield. While Shield Charge активна, a шанс to block missile attack will be increased. When  attack is accurate, adds 30% of shield's Физический defense to your Физический attack.
SKILL_20180320_010399	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use your shield to inflict damage on an enemy with a powerful smash. Has a шанс to afflict [Ослепление] on  enemy. Adds Дополнительный damage to frozen и petrified enemies. When  attack is accurate, adds 30% of shield's Физический defense to your Физический attack.
SKILL_20180320_010400	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Use your shield to interrupt enemies.{nl} target becomes будут поражены эффектом [Unbalanced].{nl}шанс to knock down enemies affected by Unbalanced. When  attack is accurate, adds 30% of shield's Физический defense to your Физический attack.
SKILL_20180320_010401	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Hold down  key to crouch и move forward. Увеличение chances to evade и block enemy attacks и resistance against status ailments. Triggers an attack immediately after movement has ended. When  attack is accurate, adds 30% of shield's Физический defense to your Физический attack.
SKILL_20180320_010402	{#DD5500}{ol}[Физический] - [Strike]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}Attack Speed]{/}{/}{nl}Use your shield и sword to successively attack enemies. When  attack is accurate, adds 100% of shield's Физический defense to your Физический attack.
SKILL_20180320_010403	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Interrupt an enemy's action by using your shield.  enemy is turned around, и cannot take any actions temporarily. When  attack is accurate, adds 30% of shield's Физический defense to your Физический attack.
SKILL_20180320_010404	{#DD5500}{ol}[Физический] - [Slash]{/}{/}{nl}Attack with your shield.  attacked enemy will have its stat points jumbled temporarily. When  attack is accurate, adds 30% of shield's Физический defense to your Физический attack.
SKILL_20180320_010405	Able to use your dagger{nl}without delay after normal attacks{nl}Длительность: #{CaptionTime}# минут{nl}Дополнительный damage #{CaptionRatio}#%
SKILL_20180320_010406	{#DD5500}{ol}[Физический] - [Slash]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}Attack Speed]{/}{/}{nl}As you spin, attack an enemy repeatedly using a weapon in each hand.  enemy will be immobilized temporarily. If  attack is accurate, applies 80% Физический attack + 60% subweapon Физический attack.
SKILL_20180320_010407	{#DD5500}{ol}[Физический] - [Pierce]{/}{/} {#7AE4FF}{ol}[{img tooltip_speedofatk}Attack Speed]{/}{/}{nl}Use a weapon in each hand to deal successive strikes on an enemy. If  attack is accurate, applies 80% Физический attack + 60%  subweapon Физический attack.
SKILL_20180320_010408	Quick и Dead
SKILL_20180320_010409	{#DD5500}{ol}[Missile: Gun]{/}{/}{#7AE4FF}{ol}[{img tooltip_speedofatk}Attack Speed]{/}{/}{nl}Fires your pistol subweapon forward, dealing damage to enemies.  attack has a minimum critical шанс.
SKILL_20180320_010410	Урон: #{SkillFactor}#% x 6{nl}Minimum Critical шанс: 15%
SKILL_20180320_010411	Impale Dagger
SKILL_20180320_010412	{#DD5500}{ol}[Физический] - [Pierce]{/}{/}{nl}Attacks enemies и deals damage all around with  dagger subweapon.
SKILL_20180320_010413	Attack enemies in  area nearby by exploding  gunpowder you have. Using this technique will also damage you и might cause incapability of combat if your HP is too low. If used by clones, Bunshin no Jutsu is canceled.
SKILL_20180320_010414	Создаёт clones of yourself.  clones will act along as a main body и skills can be used along with your clones.  attribute is not повысится to clone's skills. When clones copy skills, SP consumption и cooldown Увеличение пропорционально  number of clones.
SKILL_20180320_010415	Длительность: #{CaptionRatio}# Секунд{nl}Summon #{CaptionRatio2}# clones{nl}Дополнительный Cooldown{nl}[2 + 10% skill's cooldown] * number of clones{nl}Дополнительный SP Consumption [10% * number of clones]
SKILL_20180320_010416	Throw kunai in all directions to attack enemies. If used by clones, applies as two consecutive hits.
SKILL_20180320_010417	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Swings  shield to attack enemies in front.{nl}When  attack is accurate, adds 30% of shield's Физический defense to your Физический attack.
SKILL_20180320_010418	{#DD5500}{ol}[Физический] - [Strike]{/}{/}{nl}Rush ahead with your shield и push enemies forward. Then, strike  ground with your shield to gather  enemies in front of you. When  attack is accurate, adds 30% of shield's Физический defense to your Физический attack.
SKILL_20180320_010419	Attack #{SkillFactor}#% x 2{nl}AoE Attack Ratio #{SkillSR}#
SKILL_20180320_010420	Dragoon skill damage +50%{nl}Dragoon skill SP consumption -50%{nl}Max. level 1
SKILL_20180320_010421	  can be used by using  Build Guild Tower item.{nl}Level 1: Warp{nl}Level 2: Storage{nl}Level 3: Guild Upgrade{nl}Level 4: Guild Quests{nl}Level 5: Guild Hangout
SKILL_20180320_010422	Урон: #{SkillFactor}#% x 2{nl}Status Ailment Длительность: #{CaptionRatio2}# Секунд{nl}Number of targets 10
SKILL_20180320_010423	Provoke nearby enemies to chase you. If there is a boss monster in  vicinity,  boss monster will be provoked first. снижает accuracy и Уклонение of provoked enemies. Provoked enemies' movement speed Увеличение и become immune to provocation skills for 30 Секунд.
SKILL_20180320_010424	Физический Урон: -#{CaptionRatio}#%{nl}Magic Урон: -#{CaptionRatio}#%{nl}Уклонение: -#{CaptionRatio2}#{nl}{#339999}{ol}[Lethargy]{/}{/} Длительность: #{CaptionTime}# Секунд
SKILL_20180320_010425	Волшебный щит
SKILL_20180320_010426	Create a protective shield that absorbs enemy attacks. 1% of your maximum SP is consumed every time Урон absorbed.
SKILL_20180320_010427	Damage Reduction: 20%{nl}Длительность: #{CaptionTime}# Секунд{nl}Applies #{CaptionRatio}# times
SKILL_20180320_010428	{#993399}{ol}[Magic] - [Earth]{/}{/}{nl} Наносит урон врагу, creating a powerful earthquake in front of you.
SKILL_20180320_010429	Targets (excluding caster) #{CaptionRatio}#{nl}Длительность 300 секунд
SKILL_20180320_010430	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}призываемых существ a Огненный шар at  targeted area. Enemies that touch  Огненный шар will receive Огненный урон. [Огненный шар] will not hit  same enemies twice. Up to 5 fireballs can be summoned.
SKILL_20180320_010431	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Создаёт a wall of flames that continuously damages approaching enemies.
SKILL_20180320_010432	Урон: #{SkillFactor}#% x 5{nl}8 Стена Огня {nl}Duration 15 секунд
SKILL_20180320_010433	Temporarily grants Урон Свойством Огня to your attacks.
SKILL_20180320_010434	{#9933999}{ol}[Magic] - [Fire]{/}{/}{nl}Накладывает damage by exploding a burning enemy.
SKILL_20180320_010435	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Attack by continuously fuming fire towards enemies. Deals continuous Огненный урон to enemies. Likely to receive Дополнительный Огненный урон for a while. Во время чтения заклинания Hellbreath, you receive melee block effect.
SKILL_20180320_010436	Урон: #{SkillFactor}#% каждые 0.3 Секунд{nl}SP consumption: #{CaptionRatio}# каждые 0.5 Секунд{nl}Consumes #{SpendItemCount}# Pyrite
SKILL_20180320_010437	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Создаёт a magic circle of flames around you. Deals continuous Огненный урон to enemies within  magic circle.
SKILL_20180320_010438	Урон: #{SkillFactor}#% каждые 0.5 секунд{nl}Длительность: 8 секунд
SKILL_20180320_010439	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Create ice spikes from  ground in a line to inflict damage. Has a шанс of freezing enemies.{nl}(Cannot freeze Boss Monsters, 10% шанс of freezing in PVP)
SKILL_20180320_010440	Урон: #{SkillFactor}#%{nl}{#339999}{ol}[Freeze]{/}{/} Duration 5 секунд
SKILL_20180320_010441	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}Deals damage to frozen or chilled enemies и enemies near  Ice Wall. шанс of canceling Freeze on affected enemies.
SKILL_20180320_010442	Create strong wind to push away enemies. Targets affected by Gust receive  Chill debuff. Frozen enemies receive damage.
SKILL_20180320_010443	{#339999}{ol}[Freeze]{/}{/}Damage on  target #{SkillFactor}#%{nl}Freeze Длительность: #{CaptionRatio}# Секунд
SKILL_20180320_010444	Урон: #{SkillFactor}#%{nl}Number of targets #{CaptionRatio}#{nl}Длительность: #{CaptionTime}# Секунд
SKILL_20180320_010445	{#993399}{ol}[Magic] - [Ice]{/}{/}{nl}призываемых существ a tree of ice on  ground that freezes и damages enemies nearby.
SKILL_20180320_010446	{#339999}{ol}[Freeze]{/}{/}Урон: #{SkillFactor}#%{nl}Ice Tree Длительность: #{CaptionTime}# Секунд{nl}Consumes #{SpendItemCount}# Cryorite
SKILL_20180320_010447	{#993399}{ol}[Magic] - [Psychokinesis]{/}{/}{nl}Concentrate on  tip of your hand to inflict continuous damage with psychokinesis. Накладывает doubled damage to Mutant-type enemies.
SKILL_20180320_010448	{#993399}{ol}[Magic]{/}{/}{nl}Use psychokinesis to capture a target in front и throw it around.{nl}Накладывает damage by throwing  captured target in a direction using your arrow keys. Deals 50% Дополнительный damage to Mutant-type monsters.
SKILL_20180320_010449	{#993399}{ol}[Magic]{/}{/}{nl}Inflict damage on multiple enemies by pulling them to a targeted area causing them to collide with each other. Deals 50% Дополнительный damage to Mutant-type monsters.
SKILL_20180320_010450	Урон: #{SkillFactor}#%{nl}Targets 10
SKILL_20180320_010451	Lift nearby enemies up into  air. Enemies in  air are temporarily detected as a Flying-type и cannot evade attacks. Removes nearby [Heavy Gravity] tiles when casted.
SKILL_20180320_010452	{#993399}{ol}[Magic] - [Psychokinesis]{/}{/}{nl}Создаёт a gravity field in front of you in a line that pulls nearby enemies into it. Deals 50% Дополнительный damage to Mutant-type monsters.
SKILL_20180320_010453	Heavy Gravity
SKILL_20180320_010454	{#993399}{ol}[Magic] - [Psychokinesis]{/}{/}{nl}Увеличение  gravitational force on  targeted area to inflict psychokinesis damage to  enemy. Flying-type monsters within  affected area are changed to  ground-type, и removes Raise tiles around  affected area. Deals 50% Дополнительный damage to Mutant-type monster.
SKILL_20180320_010455	0.5 second attack #{SkillFactor}#%{nl}Длительность: #{CaptionRatio}# Секунд
SKILL_20180320_010456	Spirit Shock
SKILL_20180320_010457	{#993399}{ol}[Magic] - [Psychokinesis]{/}{/}{nl}Link yourself to  soul of a single target to inflict mental damage. Can only be used on a single target at a time. Can be canceled by  Unbind skill.
SKILL_20180320_010458	Enlarge  size of you и your party member's hands to increase  attack of their primary weapon.  effect Увеличение пропорционально  caster's INT персонажа и SPR.
SKILL_20180320_010459	Primary Физический Attack +#{CaptionRatio}#{nl}Magic Attack +#{CaptionRatio}#{nl}Длительность: #{CaptionTime}# Секунд{nl}Consumes #{SpendItemCount}# Magic Powder
SKILL_20180320_010460	Temporarily enlarge you и your party member's offhand, increasing attack и defense of subweapon or shield. Effects increase with  caster's INT персонажа и SPR.
SKILL_20180320_010461	Shield, Физический defense +#{CaptionRatio}#{nl}Subweapon, subweapon Физический attack +#{CaptionRatio2}#{nl}Длительность: #{CaptionTime}# Секунд{nl}Consumes #{SpendItemCount}# Magic Powder
SKILL_20180320_010462	Increase INT персонажа +#{CaptionRatio}#{nl}Дополнительный Magic Attack +#{CaptionRatio2}#{nl}Duration #{CaptionTime}# Секунд{nl}Consumes #{SpendItemCount}# Magic Powder
SKILL_20180320_010463	Урон: #{SkillFactor}#% x 4{nl}Number of Targets: #{CaptionRatio}#
SKILL_20180320_010464	Temporarily petrifies an enemy.  petrified enemy takes Дополнительный damage from Fire и Psychokinesis property attacks и уменьшится damage from other properties.
SKILL_20180320_010465	Длительность: #{CaptionTime}# Секунд{nl}Number of Targets: #{CaptionRatio}#{nl}+50% increased damage from Fire и Psychokinesis property attack
SKILL_20180320_010466	Урон: #{SkillFactor}#%{nl}Создаёт 4 over #{CaptionRatio}# times
SKILL_20180320_010467	Длительность: #{CaptionTime}# Секунд{nl}шанс of doubling  Длительность: #{CaptionRatio}#%{nl}Movement Speed: -10%{nl}Дополнительный {#DD5500}{ol}Lightning{/}{/}Property Урон: +35%{nl}Attack on {#DD5500}{ol}Fire{/}{/}Property Targets: #{SkillFactor}#%
SKILL_20180320_010468	Storm Dust
SKILL_20180320_010469	{#993399}{ol}[Magic] - [Earth]{/}{/}{nl}Создаёт sand storm at  target area. Enemies in range of [Storm Dust] takes continuous Earth property damage. Flying-type enemies takes a half of normal damage.
SKILL_20180320_010470	Оседлайте вызванного демона из Гримуара и возьмите его под контроль. Находясь на дьяволе, получаемый вами урон уменьшается.
SKILL_20180320_010471	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Призыв фамильяров. Фамильяры бросаются на врагов, которых вы атакуете или же атакующих вас и взрываются.
SKILL_20180320_010472	Призовите слугу. Слуга будет оказывать благотворное влияние, следуя за своим хозяином. Количество положительных эффектов увеличивается пропорционально уровню заклинания [Призыв Слуги].
SKILL_20180320_010473	Доступно #{CaptionRatio}# эффектов{nl}1-ый эффект [+ AoE радиус атаки]{nl}2-ой эффект [+ SP скорость восстановления]{nl}3-ий эффект [восстановление STA]{nl}4-ый эффект [+ Магическая защита]{nl}5-ый эффект [+ Dark property урон]{nl}Расходует Empty Spellbook x#{SpendItemCount}#
SKILL_20180320_010474	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl} Атакуйте врагов с помощью призванного дьявола, используя вторичную карту в Гримуаре.
SKILL_20180320_010475	Temporarily Увеличение  attack speed of you и your party members by manipulating time.  effect Увеличение up to double proportional to  caster's SPR и  target's level.
SKILL_20180320_010476	Attack Speed: +#{CaptionRatio}#{nl}Длительность: #{CaptionTime}# Секунд{nl}Consumes #{SpendItemCount}# Time Crystal Fragment
SKILL_20180320_010477	Длительность: #{CaptionTime}# Секунд{nl}Consumes #{SpendItemCount}# Time Crystal Fragment
SKILL_20180320_010478	Magic Длительность: #{CaptionTime}# Секунд{nl}Consumes #{SpendItemCount}# Time Crystal Fragment
SKILL_20180320_010479	Temporarily Увеличение  movement speed of you и your party members by manipulating time. effect Увеличение up to double proportional to  caster's SPR и  target's level.
SKILL_20180320_010480	Movement Speed: +#{CaptionRatio}#{nl}Длительность: #{CaptionTime}# Секунд{nl}Consumes #{SpendItemCount}# Time Crystal Fragment
SKILL_20180320_010481	Backmasking Range: #{CaptionRatio}#{nl}Unable to use Backmasking nearby for 10 Секунд{nl}Consumes #{SpendItemCount}# Time Crystal
SKILL_20180320_010482	{#993399}{ol}[Magic]{/}{/}{nl}снижает  cooldown of skills of you и your party members. уменьшится skill will not be re-повысится until  skill is used.
SKILL_20180320_010483	Cooldown: -#{CaptionTime}# Секунд{nl}Consumes #{SpendItemCount}# Time Crystal
SKILL_20180320_010484	{#993399}{ol}[Magic] - [Psychokinesis]{/}{/}{nl}Concentrate magic energfy и fire it at  enemies.
SKILL_20180320_010485	Урон: #{SkillFactor}#%{nl}Bone Pointing Длительность: #{CaptionRatio2}# Секунд{nl}{#339999}{ol}[Curse]{/}{/}Длительность: 7 Секунд
SKILL_20180320_010486	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Put on shoes made of mixed hair и blood. Walk while leaving bloody footprints on  ground, temporarily cursing any enemies who come into contact with it.
SKILL_20180320_010487	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Summon a pillar of darkness that constantly Накладывает pain у врагов who come in contact with it.
SKILL_20180320_010488	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Summon evil spirits from  death of enemies.  summoned spirits remain in  field damaging enemies who come into contact with them.  number of attacks is same as [Dark Theurge]'s evil spirits.
SKILL_20180320_010489	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Summon evil spirits to surround you for protection и attack  enemies upon contact.
SKILL_20180320_010490	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Summon  devil of hatred to attack enemies. Enemies attacked by this magic are much more likely to attack you, и will temporarily take extra damage from Holy property attacks.
SKILL_20180320_010491	{#993399}{ol}[Magic]{/}{/}{nl}Set  enemies in  targeted area as a sacrifice to  evil spirits.  evil spirits will move towards  targeted area to attack enemies.
SKILL_20180320_010492	Absorbs nearby evil spirits и causes you to emit their aura. Your damage dealt with Dark property magic Увеличение proportionally with  number of evil spirits absorbed.
SKILL_20180320_010493	Number of Evil Spirits Absorbable: #{CaptionRatio}#{nl}Добавленный Урон: [Number of Evil Spirits] * 10%{nl}Длительность эффекта: 30 Секунд
SKILL_20180320_010494	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Make  summoned evil spirits to follow you in line.  damage Увеличение proportionally to  skill level.
SKILL_20180320_010495	Дополнительный Evil Spirits Урон: #{CaptionRatio}#%{nl}Max Длительность: 10 Секунд{nl}Requires summoned Evil Spirits
SKILL_20180320_010496	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Create a magic circle that призываемых существ  demon's arm in front.  summoned demon disappears after attacking  front.
SKILL_20180320_010497	Урон: #{SkillFactor}#%{nl}Consumes 1 Rune Stone{nl}Время применения: 2 Секунд
SKILL_20180320_010498	{#993399}{ol}[Magic]{/}{/}{nl}Temporarily Увеличение  Ice-type magic of you и your party members, making it more powerful.
SKILL_20180320_010499	Длительность: #{CaptionTime}# Секунд{nl}Увеличение Ice-property skill damage by 50%{nl}Consumes 1 Rune Stone{nl}Время применения: 2 Секунд
SKILL_20180320_010500	Giant Size Длительность: #{CaptionTime}# Секунд{nl}Magic Circle Длительность: 10 Секунд{nl}Defense, максимальный показатель НР: +#{CaptionRatio}#%{nl}Movement Speed: +#{CaptionRatio2}#{nl}Consumes 1 Rune Stone{nl}Время применения: 2 Секунд
SKILL_20180320_010501	Урон: #{SkillFactor}#% x 5{nl}Consumes 1 Rune Stone{nl}Время применения: 2 Секунд
SKILL_20180320_010502	{#993399}{ol}[Magic]{/}{/}{nl}Grants an effect that provides Опрокидывание и knockdown immunity for you.
SKILL_20180320_010503	Длительность: #{CaptionTime}# Секунд{nl}Consumes 1 Rune Stone{nl}Время применения: 2 Секунд
SKILL_20180320_010504	Grants a Lightning property damage buff to you и your party members. Changes melee и missile attacks to Lightning property. Дополнительный Lightning property damage Увеличение пропорционально  caster's INT персонажа и SPR.
SKILL_20180320_010505	Lightning Property Дополнительный Damage +#{CaptionRatio}#{nl}Длительность: #{CaptionTime}# Секунд{nl}Consumes #{SpendItemCount}# Enchant Round
SKILL_20180320_010506	Block шанс +#{CaptionRatio}#%{nl}Длительность: 300 Секунд{nl}Consumes #{SpendItemCount}# Enchant Round
SKILL_20180320_010507	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Sharp thorns rise from within  shadow of an enemy, dealing damage.
SKILL_20180320_010508	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Cast your shadow outwards, dealing damage to enemies within it.
SKILL_20180320_010509	{#993399}{ol}[Magic] - [Dark]{/}{/}{nl}Extract shadows from surrounding enemies и compress them into small beads.  beads explode after 3 Секунд и inflict damage to enemies.
SKILL_20180320_010510	Урон: #{SkillFactor}#%{nl}Физический Защита: -#{CaptionRatio}#% {nl}Removes Magic Shield и Reflect Shield{nl}Consumes 1 Bodkin Arrow
SKILL_20180320_010511	{#DD5500}{ol}[Missile:Gun] - [Fire]{/}{/}{nl}Explodes и Накладывает fire damage to enemies in front.
SKILL_20180320_010512	Engrave a stigma on  enemy и deal Fire magic damage.  stigmatized enemy takes 1.5 times damage from Zaibas, и Увеличение  STR и INT персонажа of allies temporarily when defeated.
SKILL_20180320_010513	{#993399}{ol}[Magic] - [Psychokinesis]{/}{/}{nl}Inflict damage on nearby enemies by separating your soul from your body to cause an explosion. Attacked enemies receive a percentage of Psychokinesis magic damage for 5 Секунд.
SKILL_20180320_010514	{#993399}{ol}[Magic] - [Psychokinesis]{/}{/}{nl}Bind enemy to stop its movement и inflict damage.
SKILL_20180320_010515	{#993399}{ol}[Magic] - [Holy]{/}{/}{nl}Накладывает magic damage to enemies in front of you, with a шанс of defeating Mutant or Demon enemies instantly.
SKILL_20180320_010516	{#993399}{ol}[Magic] - [Fire]{/}{/}{nl}Incinerate enemies with status ailments.  duration of [Incineration] will increase depending on  amount of status ailments у врагов.
SKILL_20180320_010517	{#DD5500}{ol}[Физический] - [Fire]{/}{/}{nl}Sets enemies on fire, inflicting Урон Свойством Огня damage. Your own body also catches fire, reducing your HP. Your character will not become incapable of combat from this damage.
SKILL_20180320_010518	снижает 1% HP every 0.5 секунд.{nl}#{SkillFactor}#% Огненный урон every 0.5 секунд.{nl}Duration 5 секунд.
SKILL_20180320_010519	Periodically receive Огненный урон
SKILL_20180320_010520	Absorbs enemy attacks for a period of time.
SKILL_20180320_010521	Continuously receive Огненный урон.
SKILL_20180320_010522	Receive Огненный урон.
SKILL_20180320_010523	Increased Урон Свойством Огня damage
SKILL_20180320_010524	Урон Свойством Огня damage increased.
SKILL_20180320_010525	Enemy's Физический и magic defense сниженно
SKILL_20180320_010526	Физический и magic attack of primary weapon increased.
SKILL_20180320_010527	Continuously receive Огненный урон. Drastically снижает  resistance to Урон Свойством Огня of enemies будут поражены эффектом  debuff.
SKILL_20180320_010528	Periodically receive Огненный урон
SKILL_20180320_010529	Жар
SKILL_20180320_010530	Урон Свойством Огня resistance сниженно
SKILL_20180320_010531	Chill
SKILL_20180320_010532	10% Дополнительный damage to Ice property attack
SKILL_20180320_010533	Swash Buckling: Focused Defense
SKILL_20180320_010534	Temporarily changes flying type enemies to ground type
SKILL_20180320_010535	Links to an enemy's spirit и Накладывает psychokinesis property damage
SKILL_20180320_010536	Deals constant earth property damage.
SKILL_20180320_010537	Rune of Destruction: Magic Defense Destruction
SKILL_20180320_010538	сниженно Magic Defense
SKILL_20180320_010539	Swell Left Arm: призываемых существ
SKILL_20180320_010540	Increase Физический и magical Урон способности призываемых существ.
SKILL_20180320_010541	Swell Right Arm: призываемых существ
SKILL_20180320_010542	Increase Физический и magical defense of призываемых существ.
SKILL_20180320_010543	Add. Holy Property Damage
SKILL_20180320_010544	Fixed
SKILL_20180320_010545	Provoke Immunity
SKILL_20180320_010546	Immune to provoke
SKILL_20180320_010547	Sabath damage increased
SKILL_20180320_010548	Necklace of Protection - Darkness
SKILL_20180320_010549	снижает Darkness property damage by 5%.
SKILL_20180320_010550	Bracelet of Protection - Darkness
SKILL_20180320_010551	Receive 2.5% less Darkness property damage каждые stack.
SKILL_20180320_010552	Necklace of Protection - Darkness II
SKILL_20180320_010553	снижает Darkness property damage by 10%.
SKILL_20180320_010554	Bracelet of Protection - Darkness II
SKILL_20180320_010555	Receive 5% less Darkness property damage каждые stack.
SKILL_20180320_010556	Necklace of Protection - Darkness III
SKILL_20180320_010557	снижает Darkness property damage by 15%.
SKILL_20180320_010558	Bracelet of Protection - Darkness III
SKILL_20180320_010559	Receive 7.5% less Darkness property damage каждые stack.
SKILL_20180320_010560	Дополнительный Урон Свойством Огня Damage Increased
SKILL_20180320_010561	Fire Damage +200
SKILL_20180320_010562	A 10% шанс to inflict one of Fire, Ice, Poison, or Electric damage to your opponent every second for 6 Секунд.
SKILL_20180320_010563	Receiving Огненный урон every 1 second.
SKILL_20180320_010564	Rubbing 1st Place Buff
SKILL_20180320_010565	Looting шанс increased +100.
SKILL_20180320_010566	Looting шанс Event
SKILL_20180320_010567	Increase Looting шанс +2000
SKILL_20180320_010568	2nd Anniversary Blessing
SKILL_20180320_010569	Christmas Firecracker Event
SKILL_20180320_010570	Дополнительный EXP: Legend Card
SKILL_20180320_010571	Increase EXP Rate +[1]%
SKILL_20180320_010572	Increase EXP Rate +[2]%
SKILL_20180320_010573	Increase EXP Rate +[3]%
SKILL_20180320_010574	Increase EXP Rate +[4]%
SKILL_20180320_010575	Increase EXP Rate +[5]%
SKILL_20180320_010576	Increase EXP Rate +[6]%
SKILL_20180320_010577	Increase EXP Rate +[7]%
SKILL_20180320_010578	Increase EXP Rate +[8]%
SKILL_20180320_010579	Increase EXP Rate +[9]%
SKILL_20180320_010580	Increase EXP Rate +[10]%
SKILL_20180320_010581	* Увеличивает урон, наносимый врагу способностью [Bash] на 0.5% за каждый уровень атрибута{nl}* +10% added damage at Максимальный уровень
